x,y,box type,section,nestbox,longitude,latitude
445251.72,207904.76,GT,O,O30A,-1.345641993546377,51.76799865742889
445298.72,207975.76,GT,O,O31,-1.3449517107078266,51.768633188931254
445251.72,207852.76,GT,O,O32,-1.3456487506710808,51.76753115327648
445289.33,207863.71,GT,O,O33,-1.3451023498287218,51.7676265653525
445302.72,207803.76,GT,O,O34,-1.3449161243273704,51.76708650644047
445340.33,207824.71,GT,O,O35,-1.3443684253907555,51.767271819761795
445310.72,207766.76,GT,O,O36,-1.3448050178023028,51.76675321350147
445345.33,207761.71,GT,O,O37,-1.3443041778965246,51.76670501665098
445313.72,207707.76,GT,O,O38,-1.3447692246251755,51.76622253388782
445296.72,207656.76,GT,O,O38A,-1.3450221841580234,51.7657653922734
445283.72,207629.76,GT,O,O38B,-1.3452140600935456,51.76552369859536
445496.72,207825.76,GT,O,O39,-1.342102178551022,51.76726860460361
445462.72,207850.76,GT,O,O40,-1.3425915788163376,51.76749612110288
445459.72,207817.76,GT,O,O41,-1.3426393572200497,51.767199678924584
445423.72,207885.76,GT,O,O42,-1.3431521309371748,51.76781394485013
445377.72,207909.76,GT,O,O43,-1.3438155571275656,51.76803343686083
445380.72,207931.76,GT,O,O44,-1.3437692190145123,51.76823098443546
445344.72,207886.76,GT,O,O45,-1.3442967341658532,51.76782932330816
445334.72,207897.76,GT,O,O46,-1.3444402051624842,51.767929026204236
445308.72,207948.76,GT,O,O47,-1.344810318184913,51.768389639269394
445470.72,207553.76,GT,O,O48,-1.3425144345124016,51.764825306046596
445432.72,207554.76,GT,O,O49,-1.343064898861825,51.76483737347113
445431.72,207610.76,GT,O,O50,-1.3430720834133325,51.765340920391374
445397.72,207631.8,GT,O,O51,-1.3435619840121997,51.76553283063397
445377.72,207665.76,GT,O,O52,-1.3438473506161686,51.76583976401395
445348.72,207698.76,GT,O,O53,-1.3442632539521329,51.76613879305741
445438.72,207968.76,GT,O,O54,-1.3429239461772493,51.76855893877248
445366.72,207968.76,GT,O,O55,-1.3439672646518468,51.76856476327752
445416.72,208003.76,GT,O,O56,-1.3432381729540115,51.76887538551848
445453.72,208114.76,GT,O,O57,-1.3426875297765772,51.769870330881716
445427.72,207495.76,GT,O,O58,-1.3431450407745136,51.76430734071424
445394.72,207517.76,GT,O,O59,-1.343620316184545,51.76450780062698
445324.72,207450.76,GT,O,O60,-1.3446432815168508,51.76391109578116
445357.72,207427.76,GT,O,O61,-1.3441681380001196,51.76370164952194
445323.72,207872.76,GT,O,O62,-1.344602852656923,51.76770515303212
445432.72,207470.76,GT,O,O63,-1.3430758558880278,51.7640821744169
445472.72,207440.76,GT,O,O64,-1.3425002085387363,51.76380922158541
445533.33,207430.71,GT,O,O65,-1.34162334355093,51.763713954301934
445582.33,207406.71,GT,O,O66,-1.3409165245166248,51.76349420641825
445493.33,207493.71,GT,O,O67,-1.3421946741449047,51.76428359671643
445454.72,207485.76,GT,O,O68,-1.3427551381978988,51.764215250353296
445539.33,207561.75,GT,O,O69,-1.3415192766754254,51.76489157777074
445581.33,207542.71,GT,O,O70,-1.3409132156667851,51.764716990397325
445601.33,207494.71,GT,O,O71,-1.3406297142266284,51.764283823862066
445710.33,207362.71,GT,O,O72,-1.3390677194442437,51.76308821771083
445701.33,207286.71,GT,O,O73,-1.3392080896388499,51.76240567549916
445633.33,207335.71,GT,O,O74,-1.3401868920672033,51.76285174001093
445771.33,207166.71,GT,O,O75,-1.3382096586948269,51.761321117110334
445831.33,207155.71,GT,O,O75A,-1.337341813950139,51.76121732684701
445871.33,207127.71,GT,O,O75B,-1.3367659743590796,51.76096232697089
445833.33,207103.71,GT,O,O75C,-1.3373196791214894,51.76074965964956
445894.33,207084.71,GT,O,O75D,-1.3364384133621063,51.760573857430444
445791.33,207210.71,GT,O,O76,-1.3379141108612744,51.76171506633469
445712.33,207287.71,GT,O,O77,-1.3390485843497302,51.76241377032656
445747.33,207342.71,GT,O,O78,-1.3385342617315314,51.762905394419
445754.33,207372.71,GT,O,O78A,-1.338428900099122,51.76317453767231
445788.33,207390.71,GT,O,O79,-1.337933914915086,51.76333359359375
445811.33,207436.71,GT,O,O80,-1.3375946214283445,51.76374527802072
445780.33,207502.71,GT,O,O81,-1.3380351047781012,51.764341177254174
445805.33,207580.71,GT,O,O82,-1.3376626174453012,51.765040393218584
445788.33,207625.71,GT,O,O83,-1.3379030209229676,51.76544635068957
445745.33,207577.71,GT,O,O84,-1.3385323750081584,51.76501831492433
445640.33,207606.71,GT,O,O85,-1.3400499606028062,51.76528758561927
445584.33,207655.71,GT,O,O86,-1.3408549580041706,51.76573266873207
445494.33,207677.71,GT,O,O87,-1.342156150343773,51.76593776073403
445912.33,207645.71,GT,O,O93,-1.33610368429006,51.76561603059813
445958.33,207605.71,GT,O,O94,-1.3354424425948688,51.76525264803576
445955.33,207585.71,GT,O,O95,-1.3354885499572355,51.76507308466136
445978.33,207543.71,GT,O,O96,-1.3351608385154665,51.76469360221707
445734.33,207874.71,GT,O,O100,-1.3386527552282246,51.76768937614822
445672.33,207883.71,GT,O,O101,-1.3395499699074924,51.7677753389103
445681.33,207827.71,GT,O,O102,-1.3394269035289517,51.76727114105787
445746.33,207787.71,GT,O,O103,-1.3384903010987106,51.76690622884321
445716.33,207772.71,GT,O,O104,-1.338926969952944,51.76677381637828
445697.33,207743.71,GT,O,O105,-1.3392060843426679,51.76651464043965
445717.33,207689.71,GT,O,O106,-1.3389233758071382,51.76602752720771
445709.33,207638.71,GT,O,O107,-1.3390459870911866,51.76556966551916
445834.33,207594.71,GT,O,O108,-1.3372405827391365,51.76516389227631
445869.33,207566.71,GT,O,O109,-1.336737140439806,51.764909300517004
445880.33,207543.71,GT,O,O110,-1.3365807874750606,51.764701621092044
445925.33,207523.71,GT,O,O111,-1.3359314072093902,51.76451813204948
445957.33,207531.71,GT,O,O112,-1.3354666966626834,51.764587436580605
445853.33,207841.75,GT,O,O113,-1.3369327570297413,51.76738334150371
445873.33,207775.71,GT,O,O114,-1.3366516536667477,51.76678797792982
445904.33,207703.71,GT,O,O115,-1.3362119559267134,51.76613813104148
446001.33,207664.71,GT,O,O116,-1.3348116032002346,51.765779562054824
446057.33,207708.71,GT,O,O117,-1.3339943656724669,51.76617054929307
446026.33,207781.71,GT,O,O118,-1.334433899636488,51.76682939480689
446051.33,207804.71,GT,O,O119,-1.3340686092984995,51.76703412436123
445200.72,207781.76,BT,O,O201,-1.3463969668632485,51.766896939605786
445219.72,207799.76,BT,O,O202,-1.3461193194488774,51.76705723760528
445221.72,207822.76,BT,O,O203,-1.34608735269106,51.76726385719479
445199.72,207764.76,BT,O,O204,-1.3464136632675074,51.76674418219115
445237.72,207769.76,BT,O,O205,-1.345862395314916,51.76678607316669
445227.72,207748.76,BT,O,O206,-1.3460100222646758,51.76659807923591
445196.72,207728.76,BT,O,O207,-1.346461805140001,51.7664207669284
445267.72,207788.76,BT,O,O208,-1.3454252264651285,51.766954473324546
445261.72,207826.76,BT,O,O209,-1.3455072278091778,51.76729659487122
445285.72,207750.76,BT,O,O210,-1.3451693473548982,51.766611383657995
445238.72,207716.76,BT,O,O211,-1.3458547899424742,51.76630949783394
445249.72,207703.76,BT,O,O212,-1.3456970909825035,51.76619173509493
445282.72,207691.76,BT,O,O213,-1.3452204884722152,51.7660811882067
445229.72,207675.76,BT,O,O214,-1.3459905229574898,51.76594161395812
445188.72,207679.76,BT,O,O215,-1.3465840818302726,51.76598087808647
445272.72,207664.76,BT,O,O216,-1.345368895700646,51.76583925225939
445247.72,207645.76,BT,O,O217,-1.3457336058710436,51.76567044921118
445210.72,207638.76,BT,O,O218,-1.3462706303566447,51.765610497303626
445181.72,207631.81,BT,O,O219,-1.3466917303168808,51.765550348577875
445190.72,207593.76,BT,O,O220,-1.3465662611349396,51.765207536697545
445257.72,207617.76,BT,O,O221,-1.3455923481889893,51.7654179099165
445254.72,207586.76,BT,O,O222,-1.3456398447645919,51.76513944727525
445297.72,207599.76,BT,O,O223,-1.3450151079418569,51.765252854966114
445293.72,207558.76,BT,O,O224,-1.3450783977175942,51.764884568575596
445306.72,207502.76,BT,O,O225,-1.344897320468003,51.764380053241766
445325.72,207645.76,BT,O,O226,-1.3446034160873255,51.76566415614227
445346.72,207616.76,BT,O,O227,-1.344302910131984,51.765401736498845
445327.72,207602.76,BT,O,O228,-1.3445800331538407,51.765277404597036
445382.72,207598.76,BT,O,O229,-1.3437836327331512,51.76523699865004
445354.72,207644.76,BT,O,O230,-1.3441833476520524,51.7656528231758
445487.33,207623.71,BT,O,O231,-1.3422646309740982,51.76545284312912
445511.33,207647.71,BT,O,O232,-1.341913745931941,51.76566666876953
445500.33,207605.71,BT,O,O233,-1.3420786185789897,51.76528996117232
445552.33,207610.71,BT,O,O234,-1.341324511605316,51.76533069589921
445420.33,207659.71,BT,O,O235,-1.3432307351075028,51.76578192535368
445400.33,207700.71,BT,O,O236,-1.3435151832779544,51.76615215238314
445403.33,207741.71,BT,O,O237,-1.343466368803946,51.76652051869422
445410.33,207792.71,BT,O,O238,-1.3433582895640623,51.76697846597123
445383.33,207820.71,BT,O,O239,-1.3437458714004935,51.76723238269136
445481.33,207700.71,BT,O,O240,-1.3423415126940543,51.76614559486572
445509.33,207730.71,BT,O,O241,-1.3419318792577706,51.76641303914691
445554.33,207724.71,BT,O,O242,-1.3412806212701813,51.76635544598114
445499.72,208014.76,BT,O,O243,-1.3420340132115887,51.76896755787418
445524.72,208033.76,BT,O,O244,-1.3416692626614513,51.76913634920902
445542.72,208082.76,BT,O,O245,-1.3414020209052906,51.76957542110623
445545.72,208121.81,BT,O,O246,-1.3413534403672842,51.76992625486825
445556.72,208170.76,BT,O,O247,-1.3411876350975478,51.77036544471611
445574.72,208186.76,BT,O,O248,-1.3409247008952345,51.770507830484924
445576.72,208219.76,BT,O,O249,-1.340891398820763,51.77080435296219
445582.72,208287.76,BT,O,O250,-1.3407955485900271,51.77141521629154
445623.72,208298.76,BT,O,O251,-1.3401999581110842,51.77151077947572
445559.72,208287.76,BT,O,O252,-1.341128851736858,51.77141708400995
445483.72,208229.76,BT,O,O253,-1.3422377785438786,51.77090180260164
445495.72,208186.76,BT,O,O254,-1.3420695019718056,51.770514240404154
445468.72,208141.76,BT,O,O255,-1.3424666396881424,51.770111858113026
445456.72,208063.76,BT,O,O256,-1.342650714925171,51.76941157463551
445457.72,208034.76,BT,O,O257,-1.3426400100482045,51.76915077039462
445404.72,207957.76,BT,O,O258,-1.3434180586008546,51.76846279533444
445568.72,208102.76,BT,O,O259,-1.3410226413169946,51.76975311969557
445594.72,208138.76,BT,O,O260,-1.34064116356792,51.77007466427712
445618.72,208181.76,BT,O,O261,-1.3402877454628224,51.77045930331697
447226.33,207400.71,GT,P,P1,-1.317097672127077,51.7633043546973
447207.33,207495.71,GT,P,P2,-1.3173600822590663,51.764160042779075
447167.33,207551.71,GT,P,P3,-1.317932059980358,51.76466686905165
447188.33,207599.71,GT,P,P4,-1.317621282680068,51.76509664394219
447227.33,207656.71,GT,P,P5,-1.3170484681908623,51.765605817360395
447223.33,207763.71,GT,P,P6,-1.3170919162372974,51.7665681283082
447254.33,207742.71,GT,P,P7,-1.3166455816044011,51.76637672037202
447288.33,207788.71,GT,P,P8,-1.3161466832339463,51.76678741561381
447314.33,207802.71,GT,P,P9,-1.315768043982113,51.766911090040416
447352.33,207568.71,GT,P,P10,-1.3152492455266722,51.76480412882872
447292.33,207556.71,GT,P,P11,-1.3161202300667334,51.764701302654316
447234.33,207532.71,GT,P,P12,-1.316963859856701,51.76449041670041
447236.33,207462.71,GT,P,P13,-1.3169443756387407,51.76386091916912
447153.33,207568.71,GT,P,P14,-1.3181326072326653,51.76482088250177
447105.33,207601.71,GT,P,P15,-1.3188236283341712,51.76512159685267
447070.33,207626.71,GT,P,P16,-1.3193273769750262,51.76534929370267
447006.33,207611.71,GT,P,P17,-1.320256725580566,51.765219801076164
446946.33,207593.71,GT,P,P18,-1.3211285159111021,51.76506299525241
446914.33,207609.71,GT,P,P19,-1.3215900197253672,51.76520951769664
446835.33,207587.71,GT,P,P20,-1.3227376409039158,51.7650183260258
446767.33,207549.71,GT,P,P21,-1.3237280189462073,51.76468235980726
446823.33,207539.71,GT,P,P22,-1.3229179663835533,51.764587786705924
446911.33,207515.71,GT,P,P23,-1.3216461496375091,51.76436466847634
446997.33,207496.71,GT,P,P24,-1.320402648942534,51.76418665610843
447090.33,207505.71,BT,P,P100,-1.3190539492538083,51.764259775182744
447099.33,207552.71,BT,P,P101,-1.3189171913148232,51.76468156980335
447049.33,207462.71,BT,P,P102,-1.3196538107000348,51.7638766253044
447024.33,207437.71,BT,P,P103,-1.3200194102362028,51.763653959728956
447103.33,207400.71,BT,P,P104,-1.3188797917712316,51.76331469009717
447121.33,207366.71,BT,P,P105,-1.3186235935971524,51.7630075049358
447170.33,207354.71,BT,P,P106,-1.3179152733857808,51.762895504235495
447185.33,207395.71,BT,P,P107,-1.317692389270046,51.76326285073138
447169.33,207448.71,BT,P,P108,-1.3179170315876452,51.76374068780231
447156.33,207506.71,BT,P,P109,-1.3180975343982078,51.764263224482
447273.33,207451.71,BT,P,P110,-1.3164097775695778,51.76375890955181
447281.33,207422.76,BT,P,P111,-1.3162977963463878,51.76349796313975
447298.33,207399.71,BT,P,P112,-1.3160546164372482,51.76328930175502
447302.33,207456.71,BT,P,P113,-1.3159889199322592,51.76380141842205
447351.33,207474.71,BT,P,P114,-1.315276515242952,51.76395911428438
447380.33,207457.76,BT,P,P115,-1.3148586408407692,51.763804279500135
447401.33,207500.71,BT,P,P116,-1.3145485277629008,51.76418864465904
447363.33,207509.71,BT,P,P117,-1.3150978876994064,51.76427276629502
447300.33,207494.71,BT,P,P118,-1.316012736918489,51.76414322277466
447256.33,207484.71,BT,P,P119,-1.3166516115491826,51.76405702485036
447339.33,207514.71,BT,P,P120,-1.315444945936675,51.76431974309358
447326.33,207583.71,BT,P,P121,-1.3156239275772912,51.76494117797462
447269.33,207606.71,BT,P,P122,-1.3164466955519423,51.765152760916635
447218.33,207605.71,BT,P,P123,-1.3171857887421279,51.76514806338788
447254.33,207640.71,BT,P,P124,-1.3166594225272537,51.765459698127025
447306.33,207622.71,BT,P,P125,-1.3159084157373306,51.765293490183176
447352.33,207626.71,BT,P,P126,-1.3152413592265781,51.765325572773584
446202.33,207910.71,GT,SW,SW1,-1.3318665533881775,51.76797470108613
446216.33,207871.71,GT,SW,SW2,-1.3316688651740116,51.76762292127269
446241.33,207876.75,GT,SW,SW3,-1.331305940938659,51.76766617386498
446274.33,207845.71,GT,SW,SW4,-1.3308318887835058,51.76738439078838
446320.98,207891.12,GT,SW,SW5,-1.3301498842336228,51.76778879831225
446327.33,207836.71,GT,SW,SW6,-1.3300651098391214,51.76729910453484
446331.33,207801.71,GT,SW,SW7,-1.3300118061526238,51.76698410904877
446281.33,207774.71,GT,SW,SW8,-1.3307398940814332,51.766745492465645
446338.33,207737.71,GT,SW,SW9,-1.3299188923605283,51.76640814315121
446318.33,207680.71,GT,SW,SW10,-1.3302162696407842,51.76589733898902
446322.33,207639.71,GT,SW,SW11,-1.3301637645212872,51.76552840085983
446325.33,207597.75,GT,SW,SW12,-1.3301258773310591,51.7651509143991
446304.33,207572.71,GT,SW,SW13,-1.3304334839830787,51.76492752657149
446269.33,207542.71,GT,SW,SW14,-1.3309445962101496,51.76466069955468
446239.33,207501.71,GT,SW,SW15,-1.3313847169700148,51.764294563531756
446260.33,207485.71,GT,SW,SW16,-1.331082570331465,51.7641489861097
446303.33,207521.71,GT,SW,SW17,-1.3304547536878004,51.764469096543316
446358.33,207529.71,GT,SW,SW18,-1.3296567837209698,51.76453648027707
446366.33,207552.71,GT,SW,SW19,-1.329537808106581,51.76474259961326
446401.33,207577.71,GT,SW,SW20,-1.3290273528766148,51.764964468284184
446420.33,207585.71,GT,SW,SW21,-1.328750989122116,51.76503482075491
446461.33,207594.71,GT,SW,SW22,-1.328155724681259,51.76511234235617
446500.33,207602.71,GT,SW,SW23,-1.327589570563539,51.765181036195784
446523.33,207554.71,GT,SW,SW24,-1.327262726277347,51.76474758935809
446550.33,207530.71,GT,SW,SW25,-1.3268747239438277,51.76452958033487
446443.33,207550.71,GT,SW,SW26,-1.328422401161394,51.76471825279332
446425.33,207512.71,GT,SW,SW27,-1.3286882731896812,51.764378105216124
446452.33,207484.71,GT,SW,SW28,-1.3283008005893049,51.76412413911717
446468.33,207455.71,GT,SW,SW29,-1.3280728446112746,51.76386209205495
446515.33,207463.71,GT,SW,SW30,-1.3273907939910818,51.76393012266596
446510.33,207427.71,GT,SW,SW31,-1.3274680463489112,51.763606881239
446283.33,207228.71,GT,SW,SW32,-1.3307834709717548,51.761836545775324
446328.33,207280.71,GT,SW,SW33,-1.3301245795409107,51.76230033690388
446359.33,207328.71,GT,SW,SW34,-1.3296690479048205,51.76272931888223
446381.33,207366.71,GT,SW,SW35,-1.3293452380875233,51.76306913833705
446424.33,207401.71,GT,SW,SW36,-1.3287175575777945,51.76338024911996
446460.33,207368.71,GT,SW,SW37,-1.3282003614972648,51.76308058605622
446503.33,207381.71,GT,SW,SW38,-1.3275756103067577,51.76319390104976
446571.33,207393.71,GT,SW,SW39,-1.326588769655076,51.763296148637984
446601.33,207389.71,GT,SW,SW40,-1.3261546408954374,51.76325769706013
446596.33,207435.71,GT,SW,SW41,-1.3262209308400648,51.7636716721878
446590.33,207468.71,GT,SW,SW42,-1.3263034500149593,51.7639688546028
446607.33,207529.71,GT,SW,SW43,-1.3260489737789245,51.7645158597715
446666.33,207531.71,GT,SW,SW44,-1.325193843830942,51.76452893842782
446699.33,207483.71,GT,SW,SW45,-1.3247221367070803,51.76409465308271
446668.33,207455.71,GT,SW,SW46,-1.3251750490781435,51.76384549925827
446646.33,207423.71,GT,SW,SW47,-1.325498092146548,51.76355963407321
446628.33,207376.71,GT,SW,SW48,-1.325765184053059,51.76313857917916
446666.33,207376.71,GT,SW,SW49,-1.325214611749051,51.763135421267286
446674.33,207369.71,GT,SW,SW49A,-1.3250996398306898,51.76307182307562
446720.33,207436.71,GT,SW,SW50,-1.3244241713828753,51.763670355224164
446734.33,207470.71,GT,SW,SW51,-1.3242167644213099,51.76397486443117
446742.33,207421.71,GT,SW,SW52,-1.3241074283798384,51.76353366715008
446714.33,207379.71,GT,SW,SW53,-1.3245187497825468,51.7631583999397
446789.33,207359.71,GT,SW,SW54,-1.32343478051114,51.762972344594154
446791.33,207400.71,GT,SW,SW55,-1.3234002951550798,51.76334078554946
446817.33,207436.71,GT,SW,SW56,-1.3230187472098527,51.76366227303873
446878.33,207437.71,GT,SW,SW57,-1.322134789502783,51.76366617225014
446859.33,207384.71,GT,SW,SW58,-1.322417209257804,51.763191266028514
446847.33,207337.71,GT,SW,SW59,-1.3225973958406803,51.762769717481326
446894.33,207300.71,GT,SW,SW60,-1.321921412269199,51.762433147058374
446890.33,207348.71,GT,SW,SW61,-1.321972904447049,51.762865021810185
446964.33,207329.71,GT,SW,SW61A,-1.3209033066242282,51.762688017138196
446899.33,207378.71,GT,SW,SW62,-1.3218384671040246,51.7631339827632
446960.33,207394.71,GT,SW,SW63,-1.3209524972784785,51.76327272953194
446960.33,207394.71,GT,SW,SW63,-1.3209524972784785,51.76327272953194
447007.33,207379.71,GT,SW,SW64,-1.3202735493902522,51.763133939053915
447015.33,207352.75,GT,SW,SW65,-1.3201612787520063,51.762890887166854
446954.33,207288.71,GT,SW,SW66,-1.3210537195112526,51.762320246193156
446997.33,207305.71,GT,SW,SW67,-1.3204284215839655,51.76246948489855
447039.33,207296.71,GT,SW,SW68,-1.3198211194141727,51.76238505300253
447057.33,207346.71,GT,SW,SW69,-1.3195535715388247,51.76283306553428
447032.33,207397.71,GT,SW,SW70,-1.3199089005734141,51.7632936724894
447051.33,207418.71,GT,SW,SW71,-1.319630776883937,51.763480879034994
447082.33,207381.71,GT,SW,SW72,-1.319186624611568,51.76314563394006
447094.33,207298.71,GT,SW,SW73,-1.3190239823106982,51.76239842210862
447143.33,207298.71,GT,SW,SW74,-1.3183140464304854,51.76239430891354
447124.33,207330.71,GT,SW,SW75,-1.3185849982419169,51.76268359787038
447158.33,207352.75,GT,SW,SW76,-1.3180894025036551,51.76287889131542
447192.33,207299.71,GT,SW,SW77,-1.3176039752303634,51.76239918185272
447192.33,207353.71,GT,SW,SW78,-1.3175966587092562,51.76288466458589
447232.33,207358.71,GT,SW,SW79,-1.3170164351074416,51.762926252235744
447250.33,207305.71,GT,SW,SW80,-1.3167628292785882,51.76244824507468
447326.33,207326.71,GT,SW,SW80A,-1.3156588502237647,51.76263064117708
447280.33,207372.71,GT,SW,SW81,-1.3163190794344763,51.76304807697383
447327.33,207376.71,GT,SW,SW82,-1.315637567603788,51.763080077711514
447438.33,207316.71,GT,SW,SW83,-1.3140374946887587,51.762531282664135
447398.33,207335.71,GT,SW,SW84,-1.3146144498150172,51.7627054796779
447375.33,207309.71,GT,SW,SW84A,-1.314951223489238,51.76247367057201
447385.33,207377.71,GT,SW,SW85,-1.3147970872436285,51.763084174728256
447401.33,207319.71,GT,SW,SW86,-1.3145731615740537,51.76256137969627
447421.33,207386.71,GT,SW,SW87,-1.3142742688541595,51.76316204815045
447468.33,207292.71,GT,SW,SW88,-1.3136061100329683,51.762312976516846
447452.33,207361.71,GT,SW,SW89,-1.3138285246589214,51.76293466791696
447512.33,207309.71,GT,SW,SW90,-1.3129662995346567,51.762462090871765
446187.33,207225.71,GT,SW,SW101,-1.3321747501206729,51.761817481310445
446196.33,207192.71,GT,SW,SW101A,-1.3320487314106115,51.761520055915845
446220.33,207169.71,GT,SW,SW102,-1.3317040652483378,51.76131130004855
446179.33,207147.71,GT,SW,SW103,-1.332300997067236,51.761116884375426
446208.33,207101.71,GT,SW,SW104,-1.3318869433727225,51.760700937344744
446212.33,207123.71,GT,SW,SW104A,-1.3318260729922686,51.76089839798661
446199.33,207046.71,GT,SW,SW105,-1.332024629140601,51.76020720327158
446160.33,207047.71,GT,SW,SW106,-1.3325895219234556,51.76021940184304
446138.33,207049.71,GT,SW,SW107,-1.3329079893667681,51.760239191259785
446096.33,207115.71,GT,SW,SW108,-1.3335077455082114,51.76083601141357
446096.33,207150.71,GT,SW,SW109,-1.3335031141593567,51.761150677265874
446136.33,207131.71,GT,SW,SW109A,-1.3329261052604906,51.76097657272939
446074.33,207165.71,GT,SW,SW110,-1.333819869157366,51.76128734011961
445998.33,207148.71,GT,SW,SW111,-1.3349232155910904,51.76114073486695
445938.33,207159.71,GT,SW,SW112,-1.3357910531599542,51.761244542962885
446006.33,207195.71,GT,SW,SW113,-1.3348011033269263,51.76156263067796
446053.33,207204.71,GT,SW,SW114,-1.3341189649387106,51.76163969096434
446077.33,207218.71,GT,SW,SW115,-1.3337693941216011,51.76176358787625
446054.33,207257.71,GT,SW,SW116,-1.3340974695088432,51.76211610291601
446081.33,207293.71,GT,SW,SW117,-1.333701519085184,51.7624375434069
446052.33,207309.71,GT,SW,SW118,-1.3341195715786833,51.762583770496306
446065.33,207348.71,GT,SW,SW119,-1.3339260621774904,51.76293333142994
446049.33,207369.71,GT,SW,SW120,-1.3341551051638203,51.76312344367958
446035.33,207357.71,GT,SW,SW121,-1.3343595338721426,51.76301670657868
445975.33,207428.71,GT,SW,SW122,-1.3352194863769065,51.76365994606692
445980.33,207449.71,GT,SW,SW123,-1.335144269430035,51.763848336007676
445999.33,207471.71,GT,SW,SW124,-1.3348660729320254,51.764044569241065
446013.33,207508.71,GT,SW,SW125,-1.334658337984551,51.7643760684419
446067.33,207514.71,GT,SW,SW126,-1.333875129378893,51.76442558191442
446100.33,207536.71,GT,SW,SW127,-1.3333940744233277,51.764620662442084
446154.33,207555.71,GT,SW,SW128,-1.332609137518916,51.76478704326136
446172.33,207563.71,GT,SW,SW129,-1.33234726965678,51.76485748643893
446195.33,207551.71,GT,SW,SW130,-1.332015607069912,51.76474770866124
446202.33,207594.71,GT,SW,SW131,-1.3319084777492607,51.76513372160321
446225.33,207620.71,GT,SW,SW132,-1.3315717705642753,51.76536557942029
446261.33,207581.71,GT,SW,SW133,-1.3310553298853658,51.76501198621504
446238.33,207655.71,GT,SW,SW134,-1.3313787605083753,51.765679174115434
446222.33,209088.71,GT,W,W1,-1.33142033083252,51.77856378123493
446202.33,209111.71,GT,W,W2,-1.3317071513003365,51.77877220837918
446234.33,209164.71,GT,W,W3,-1.3312363091060906,51.77924606444632
446240.33,209195.71,GT,W,W4A,-1.3311452262971961,51.77952427296677
446257.33,209228.71,GT,W,W4B,-1.3308944414089339,51.77981955533577
446195.33,209187.71,GT,W,W5,-1.3317985188105208,51.779456056879816
446183.33,209156.71,GT,W,W6,-1.3319765608710432,51.77917834179596
446155.33,209193.71,GT,W,W7,-1.3323774826363899,51.77951329173159
446167.33,209134.75,GT,W,W8,-1.332211376678945,51.778982229027214
446181.33,209099.75,GT,W,W9,-1.3320131076451565,51.77866641196486
446093.33,209131.71,GT,W,W10,-1.3332843236192682,51.77896098287002
446051.33,209146.71,GT,W,W11,-1.3338910797734476,51.77909928840012
446105.33,209157.71,GT,W,W12,-1.3331069528870876,51.779193747855196
446119.33,209148.71,GT,W,W13,-1.3329052309293539,51.779111683316195
446247.33,209273.75,GT,W,W14,-1.3310333963940595,51.78022530827826
446267.33,209330.71,GT,W,W15,-1.3307359379638493,51.78073575334518
446212.33,209362.71,GT,W,W16,-1.3315288799257994,51.78102798022577
446242.33,209395.71,GT,W,W17,-1.331089659489579,51.781322191837155
446247.33,209436.71,GT,W,W18,-1.331011736978534,51.78169038673722
446231.33,209497.71,GT,W,W19,-1.331235546917693,51.782240121004854
446229.33,209534.71,GT,W,W20,-1.3312596204227158,51.78257293122012
446206.33,209539.71,GT,W,W21,-1.3315923411030821,51.78261977834086
446164.33,209458.71,GT,W,W22,-1.3322118786336796,51.78189501257263
446199.33,209475.71,GT,W,W23,-1.3317023043490304,51.78204496823259
446185.33,209410.71,GT,W,W24,-1.3319138599189295,51.781461743902696
446156.33,209366.71,GT,W,W25,-1.3323400410129356,51.78106855230913
446142.33,209342.71,GT,W,W26,-1.3325461467706794,51.78085393394588
446173.33,209315.71,GT,W,W27,-1.3321004020036822,51.78060864190325
446109.33,209245.71,GT,W,W28,-1.3330373168648142,51.77998457637604
446124.33,209221.71,GT,W,W29,-1.3328230856273557,51.7797675731594
446142.33,209424.71,GT,W,W31,-1.3325352725871393,51.78159114838709
446111.33,209455.71,GT,W,W32,-1.3329804992509107,51.78187240046181
446102.33,209511.71,GT,W,W33,-1.3331035319542455,51.78237660369639
446103.33,209396.71,GT,W,W34,-1.3331042750453692,51.78134262320363
446067.33,209408.71,GT,W,W35,-1.3336244918514386,51.78145346575953
446064.33,209374.71,GT,W,W36,-1.3336724769446286,51.78114803776728
446046.33,209353.71,GT,W,W37,-1.3339361576446083,51.78096071666037
446005.33,209356.71,GT,W,W38,-1.3345300346580997,51.78099105178564
445981.33,209386.71,GT,W,W39,-1.334873938004804,51.78126273221139
446045.33,209413.75,GT,W,W40,-1.3339427068737806,51.78150058371251
446030.33,209444.71,GT,W,W41,-1.3341560308715201,51.78178015821102
445967.33,209346.71,GT,W,W42,-1.3350821463682525,51.78090426257356
445941.33,209362.71,GT,W,W43,-1.3354568899426846,51.78105023923382
446005.33,209288.71,GT,W,W44,-1.3345390251538523,51.780379702920754
446015.33,209235.71,GT,W,W45,-1.3344010908241193,51.779902390233985
446077.33,209204.75,GT,W,W46,-1.3335065537761954,51.77961895782529
446079.33,209309.71,GT,W,W47,-1.3334636666904351,51.78056242840119
446052.33,209277.71,GT,W,W49,-1.333859249230317,51.78027695196304
445924.33,209323.71,GT,W,W50,-1.335708443913566,51.78070100455475
